"";"source";"target";"value"
"11650";"6278041262536317";"9344414138388";3
"11651";"6278041039169319";"9353101986324";3
"11652";"6278041164583813";"9344772980247";3
"11653";"6278041028443329";"9344607759604";3
"11654";"6278042180927711";"9355038635511";3
"11655";"6278041284048614";"9344526323573";3
"11656";"6278041001890629";"9344782381157";3
"11657";"6278042055349314";"9353052004047";3
"11658";"6278041335731218";"9344470605152";3
"11659";"6278041918760329";"9344666634539";3
"11660";"6278042138072818";"9353190245616";3
"11661";"6278041811650510";"9344504610244";3
"11662";"6278041802030417";"9344452071326";3
"11663";"6278041030544221";"9344464585095";3
"11664";"6278041487379915";"9344653465122";3
"11665";"6278041162213017";"9344518936798";3
"11666";"6278041968796819";"9344714597076";3
"11667";"6278041311892216";"9344437291466";3
"11668";"6278042120261312";"9344662414296";3
"11669";"6278041575187527";"9344463188976";3
"11670";"6278041386036111";"9355030252587";3
"11671";"6278042013107010";"9344704955381";3
"11672";"6278041764313611";"9344662516969";3
"11673";"6278041331097416";"9344485624520";3
"11674";"6278041638264214";"9344776156402";3
"11675";"6278041217599311";"9344516736741";3
"11676";"6278041920983810";"9344427883305";3
"11677";"6278041151591613";"9344453276836";3
"11678";"6278041591943614";"9344716261661";3
"11679";"6278041626117317";"9344463702196";3
"11680";"6278042079324525";"9344627306277";3
"11681";"6278041016597318";"9344643606924";3
"11682";"6278041685217214";"9353155956168";3
"11683";"6278041270411511";"9344603441329";3
"11684";"6278041619792811";"9344464483230";3
"11685";"6278041017603818";"9355050495735";3
"11686";"6278042106729712";"9344419408851";3
"11687";"6278041231432218";"9344493688552";3
"11688";"6278041307114211";"9344511928790";3
"11689";"6278041824731018";"9344524234147";3
"11690";"6278041317487615";"9344662949682";3
"11691";"6278041738871710";"9344408256340";3
"11692";"6278042052843715";"9344776188519";3
"11693";"6278041317559512";"9344734618270";3
"11694";"6278041587356219";"9344684985576";3
"11695";"6278041803819719";"9344611213253";3
"11696";"6278041252363623";"9344462541352";3
"11697";"6278042120759513";"9344663646542";3
"11698";"6278042080660511";"9353222449999";3
"11699";"6278041832483917";"9344466375632";3
"11700";"6278041811642319";"9344422446734";3
"11701";"6278041594858215";"9344753881358";3
"11702";"6278041511298917";"9344614290916";3
"11703";"6278041253032813";"9361058826341";3
"11704";"6278041718880012";"9344602180953";3
"11705";"6278041229755919";"9353108065411";3
"11706";"6278041626999318";"9344426564786";3
"11707";"6278041807141318";"9344410977165";3
"11708";"6278041703759114";"9344603421208";3
"11709";"6278041779891510";"9344453249632";3
"11710";"6278041326587512";"9344401666412";3
"11711";"6278041225055512";"9344611899983";3
"11712";"6278041651955011";"9344669320194";3
"11713";"6278041341447627";"9344775320095";3
"11714";"6278041158266516";"9344733436011";3
"11715";"6278042047972512";"9344663953855";3
"11716";"6278041975733219";"9344455126917";3
"11717";"6278041999526318";"9344429114278";3
"11718";"6278041363935814";"9344434150094";3
"11719";"6278041731207417";"9344600479431";3
"11720";"6278041929536619";"9344502568691";3
"11721";"6278041326413214";"9344777594296";3
"11722";"6278041699857211";"9344431233288";3
"11723";"6278041762191514";"9344499233848";3
"11724";"6278041477978312";"9344414153367";3
"11725";"6278041347199214";"9344436918357";3
"11726";"6278041558342313";"9344741672203";3
"11727";"6278041654533815";"9344430689581";3
"11728";"6278041119519417";"9344520911844";3
"11729";"6278041668907617";"9344525924146";3
"11730";"6278041560205011";"9344414110117";3
"11731";"6278041978001911";"9344533324945";3
"11732";"6278041367429319";"9344751048487";3
"11733";"6278041762507719";"9355039547783";3
"11734";"6278041554048211";"9344510406657";3
"11735";"6278041665242810";"9344601998177";3
"11736";"6278041233979612";"9344646615916";3
"11737";"6278041486474717";"9344503371382";3
"11738";"6278041246928119";"9344498889565";3
"11739";"6278041514905617";"9344521396633";3
"11740";"6278041164094316";"9344461031601";3
"11741";"6278041228441719";"9344666523390";3
"11742";"6278042195532712";"9344771163917";3
"11743";"6278041745870812";"9344507649050";3
"11744";"6278041997079310";"9344724801408";3
"11745";"6278041360303628";"9344437527268";3
"11746";"6278041947343014";"9344513757213";3
"11747";"6278041828178810";"9344508742255";3
"11748";"6278041334139819";"9344657444161";3
"11749";"6278041764098816";"9344724204346";3
"11750";"6278041988528614";"9344428847795";3
"11751";"6278041690595810";"9344431277787";3
"11752";"6278041698866817";"9344420682295";3
"11753";"6278041283610513";"9344508456176";3
"11754";"6278041596636213";"9344480165677";3
"11755";"6278041483767626";"9344423424274";3
"11756";"6278041555945415";"9344466485522";3
"11757";"6278041771336910";"9344661782525";3
"11758";"6278041360559229";"9344519544268";3
"11759";"6278041617300914";"9344503536484";3
"11760";"6278041710125812";"9344750904449";3
"11761";"6278041025421328";"9344535906576";3
"11762";"6278041094777915";"9344536290735";3
"11763";"6278042015423225";"9344756294575";3
"11764";"6278042107834818";"9344462788818";3
"11765";"6278041490618218";"9344733471449";3
"11766";"6278041630887517";"9355030372391";3
"11767";"6278041373265319";"9344411783505";3
"11768";"6278041976449815";"9361059781731";3
"11769";"6278041248525616";"9344509200501";3
"11770";"6278041352287011";"9344409904974";3
"11771";"6278041481201313";"9355032510180";3
"11772";"6278042055607919";"9344629809332";3
"11773";"6278041484305012";"9344771908525";3
"11774";"6278041323763124";"9344498066416";3
"11775";"6278041604702718";"9344478537097";3
"11776";"6278041094380322";"9344496026481";3
"11777";"6278041635569821";"9355033313087";3
"11778";"6278041782672113";"9353057323440";3
"11779";"6278041304380021";"9344660560261";3
"11780";"6278042040809612";"9344791156449";3
"11781";"6278041168635411";"9344401898639";3
"11782";"6278041212758912";"9344663435276";3
"11783";"6278041628382422";"9344411944524";3
"11784";"6278041299259313";"9353060691390";3
"11785";"6278041693278810";"9344428588551";3
"11786";"6278042076818115";"9344633344928";3
"11787";"6278041634944314";"9344451487593";3
"11788";"6278041339455814";"9344497507248";3
"11789";"6278041265524914";"9353107856706";3
"11790";"6278041982163616";"9344743210694";3
"11791";"6278041280029014";"9344602915883";3
"11792";"6278041819707312";"9353143985156";3
"11793";"6278041825180215";"9344508110221";3
"11794";"6278042109985311";"9344501222174";3
"11795";"6278041208132817";"9344608055323";3
"11796";"6278041478033315";"9344667265299";3
"11797";"6278041236833915";"9344427671063";3
"11798";"6278041218000814";"9344490517497";3
"11799";"6278042139533917";"9344486680020";3
"11800";"6278042076200819";"9355032791015";3
"11801";"6278041253783514";"9344507045586";3
"11802";"6278041307054821";"9344469097753";3
"11803";"6278041640778011";"9344483291717";3
"11804";"6278041597566815";"9344645961960";3
"11805";"6278041378526111";"9344496956580";3
"11806";"6278041576016717";"9361058674645";3
"11807";"6278041336992314";"9344417772947";3
"11808";"6278041976302311";"9344524732315";3
"11809";"6278041212235812";"9344665423004";3
"11810";"6278041954897415";"9344402721905";3
"11811";"6278041535514414";"9344662177269";3
"11812";"6278041283295513";"9344777875739";3
"11813";"6278042052244419";"9344422286583";3
"11814";"6278041665926610";"9344532213714";3
"11815";"6278041909240711";"9344466524795";3
"11816";"6278041210571614";"9353104867507";3
"11817";"6278041780010829";"9344536512707";3
"11818";"6278042009465323";"9344770676463";3
"11819";"6278041962923716";"9361059530353";3
"11820";"6278041728893716";"9344500686526";3
"11821";"6278041598633317";"9344534334530";3
"11822";"6278041979209018";"9344426764902";3
"11823";"6278041080613728";"9344466623672";3
"11824";"6278041260779828";"9344481751459";3
"11825";"6278041026265617";"9344713397523";3
"11826";"6278042066460613";"9344503159522";3
"11827";"6278041962152910";"9344495538107";3
"11828";"6278041534515511";"9344721399021";3
"11829";"6278041242243919";"9344496470642";3
"11830";"6278041905624512";"9344537455003";3
"11831";"6278041036077119";"9344662297080";3
"11832";"6278041831665423";"9344407368259";3
"11833";"6278041291199715";"9344418636903";3
"11834";"6278041959679016";"9353101236221";3
"11835";"6278041214102622";"9344425877993";3
"11836";"6278041266648514";"9344466526515";3
"11837";"6278041833295914";"9355038970445";3
"11838";"6278041017589314";"9344604441700";3
"11839";"6278041533866014";"9344704721948";3
"11840";"6278041563363213";"9344500405431";3
"11841";"6278041387020312";"9344507519360";3
"11842";"6278041681502114";"9355033611343";3
"11843";"6278041295670810";"9344758734215";3
"11844";"6278042170267110";"9344751082702";3
"11845";"6278041759724814";"9344612119066";3
"11846";"6278041833006915";"9344610880449";3
"11847";"6278041306358017";"9344657835570";3
"11848";"6278041400365322";"9344492961670";3
"11849";"6278041725984617";"9344413217916";3
"11850";"6278041252984212";"9344511249987";3
"11851";"6278041468365016";"9344415218966";3
"11852";"6278041001836911";"9344779021837";3
"11853";"6278041576207118";"9344492874932";3
"11854";"6278041742059310";"9353174856494";3
"11855";"6278041050709019";"9344765159650";3
"11856";"6278041212270421";"9344409735547";3
"11857";"6278042078647215";"9361030187309";3
"11858";"6278041120838913";"9344503416168";3
"11859";"6278041349361911";"9344648660426";3
"11860";"6278041572284210";"9344778967570";3
"11861";"6278041479453124";"9344749830117";3
"11862";"6278041379696210";"9344408259563";3
"11863";"6278041748386915";"9344497369044";3
"11864";"6278042058053814";"9344653087980";3
"11865";"6278041316056510";"9344454869020";3
"11866";"6278041934160116";"9344663617542";3
"11867";"6278041786659314";"9344661698260";3
"11868";"6278041950396719";"9344517402188";3
"11869";"6278041710377116";"9355038931750";3
"11870";"6278041553856812";"9344415297602";3
"11871";"6278041553646817";"9344474390382";3
"11872";"6278041311588517";"9353052893061";3
"11873";"6278041726707512";"9344457457712";3
"11874";"6278041994641310";"9344683165917";3
"11875";"6278041954555310";"9344505126997";3
"11876";"6278041254022219";"9344778941037";3
"11877";"6278041904863814";"9344417285423";3
"11878";"6278041688751516";"9344523133045";3
"11879";"6278041079933228";"9344639283382";3
"11880";"6278041047219817";"9344525513159";3
"11881";"6278041981385418";"9353179335376";3
"11882";"6278042138580117";"9344679610278";3
"11883";"6278041217839816";"9344434129830";3
"11884";"6278041974259216";"9344758936848";3
"11885";"6278041593547819";"9344414146680";3
"11886";"6278041575479510";"9353174452184";3
"11887";"6278041309368013";"9355033697972";3
"11888";"6278041270333129";"9344493216465";3
"11889";"6278041322135910";"9344751366598";3
"11890";"6278041055273417";"9344504353271";3
"11891";"6278041926399912";"9344773911172";3
"11892";"6278041620877718";"9344703070597";3
"11893";"6278042082869011";"9344464483735";3
"11894";"6278041768268928";"9355032553897";3
"11895";"6278041819292018";"9344431094940";3
"11896";"6278041027771316";"9344496263671";3
"11897";"6278041360967513";"9344431631558";3
"11898";"6278041014724518";"9344425274167";3
"11899";"6278041207916210";"9344471560191";3
"11900";"6278041165331311";"9344418447684";3
"11901";"6278042060095324";"9344665923726";3
"11902";"6278041290706510";"9353109004815";3
"11903";"6278042056712114";"9344435566610";3
"11904";"6278041668186311";"9344489558302";3
"11905";"6278041225305511";"9344414111145";3
"11906";"6278041312014513";"9344470057081";3
"11907";"6278041595862810";"9344461793387";3
"11908";"6278041840654111";"9344522514531";3
"11909";"6278041510532415";"9353102038534";3
"11910";"6278041016259612";"9344710577720";3
"11911";"6278041980841312";"9355033772792";3
"11912";"6278041018950119";"9344408171582";3
"11913";"6278041654415328";"9344488503518";3
"11914";"6278041339655223";"9344457058599";3
"11915";"6278041010056212";"9344512285465";3
"11916";"6278041307450219";"9344420253754";3
"11917";"6278041639968011";"9344620523848";3
"11918";"6278041023540913";"9353104343797";3
"11919";"6278041962646929";"9344453786243";3
"11920";"6278041311872911";"9344459862286";3
"11921";"6278041551856418";"9344418464476";3
"11922";"6278041761958111";"9355043109045";3
"11923";"6278041971712415";"9344480962740";3
"11924";"6278041273424511";"9344635475644";3
"11925";"6278041031762723";"9344471834063";3
"11926";"6278041816185314";"9344461448898";3
"11927";"6278041225572110";"9344413896043";3
"11928";"6278041735801611";"9344485493997";3
"11929";"6278041941626224";"9353103532925";3
"11930";"6278041973931617";"9344707184535";3
"11931";"6278041542322314";"9344408361334";3
"11932";"6278041361183813";"9344500886438";3
"11933";"6278041677125516";"9355033529211";3
"11934";"6278041995753718";"9353107202718";3
"11935";"6278041364599817";"9344411365886";3
"11936";"6278042169506718";"9353106903586";3
"11937";"6278041214160323";"9344535784648";3
"11938";"6278041217938824";"9344408864323";3
"11939";"6278042138248913";"9353109312866";3
"11940";"6278041367584014";"9344660067166";3
"11941";"6278041787222112";"9344650271184";3
"11942";"6278041148541416";"9344413182382";3
"11943";"6278041272541018";"9344508835902";3
"11944";"6278041556145916";"9355035854731";3
"11945";"6278041046093114";"9344535898031";3
"11946";"6278041822622011";"9353101100164";3
"11947";"6278041949856526";"9344652244780";3
"11948";"6278041357447727";"9344674486236";3
"11949";"6278041976491213";"9344453557492";3
"11950";"6278041828201117";"9344416100116";3
"11951";"6278041700122415";"9344620904074";3
"11952";"6278041029719016";"9344753014800";3
"11953";"6278041950587911";"9353172386306";3
"11954";"6278041289476414";"9344403105360";3
"11955";"6278041135150718";"9344611683551";3
"11956";"6278041315605713";"9344429143223";3
"11957";"6278041264792025";"9344624003100";3
"11958";"6278041322997814";"9344419470353";3
"11959";"6278041764187015";"9344431746825";3
"11960";"6278041282427026";"9355032415966";3
"11961";"6278041682546615";"9353179582145";3
"11962";"6278041330213519";"9344465081015";3
"11963";"6278041512376126";"9344412963203";3
"11964";"6278041790965319";"9344664829418";3
"11965";"6278041655187421";"9344626018164";3
"11966";"6278041000883013";"9344458986617";3
"11967";"6278041730211113";"9344408283360";3
"11968";"6278042122736816";"9344418693005";3
"11969";"6278041328168212";"9344664139647";3
"11970";"6278041000515227";"9353073691646";3
"11971";"6278041310442013";"9344473209913";3
"11972";"6278041906786716";"9344660694225";3
"11973";"6278041031096726";"9353100884782";3
"11974";"6278042017051214";"9353131083536";3
"11975";"6278041771345515";"9344410204384";3
"11976";"6278041704453816";"9344420477907";3
"11977";"6278041534432618";"9344508980046";3
"11978";"6278041940018217";"9344508730405";3
"11979";"6278041335138315";"9344480323350";3
"11980";"6278042053985614";"9344409113222";3
"11981";"6278041568675322";"9344498280195";3
"11982";"6278041831173717";"9344666746317";3
"11983";"6278041979694219";"9344506874491";3
"11984";"6278041158271615";"9344606705626";3
"11985";"6278041831877010";"9355053513955";3
"11986";"6278042124185418";"9355031703170";3
"11987";"6278041236810012";"9344426840033";3
"11988";"6278041825196112";"9344676589492";3
"11989";"6278041477007617";"9344770480398";3
"11990";"6278041250154529";"9344459216492";3
"11991";"6278041059055315";"9344499124566";3
"11992";"6278041349300620";"9344636042234";3
"11993";"6278041551264118";"9344409981920";3
"11994";"6278041790336511";"9344430203176";3
"11995";"6278041800296010";"9344662253765";3
"11996";"6278041719592319";"9344500942059";3
"11997";"6278041279810218";"9344661966727";3
"11998";"6278041905558710";"9344521302948";3
"11999";"6278041387950815";"9344489467307";3
"12000";"6278041638718326";"9344753594739";3
"12001";"6278041683450411";"9344470167711";3
"12002";"6278041044818421";"9344482938033";3
"12003";"6278041599533813";"9344514518714";3
"12004";"6278041018804522";"9344480795850";3
"12005";"6278041489285219";"9344464651523";3
"12006";"6278042026930218";"9344661317338";3
"12007";"6278042056022217";"9353102361946";3
"12008";"6278041322984028";"9344513885510";3
"12009";"6278041247503515";"9353101925651";3
"12010";"6278041213359322";"9344608720481";3
"12011";"6278042156779914";"9353222538518";3
"12012";"6278041512714219";"9344425497566";3
"12013";"6278041697792717";"9344753184343";3
"12014";"6278041038580722";"9344758536192";3
"12015";"6278041981241918";"9344684462855";3
"12016";"6278041173896412";"9344431222251";3
"12017";"6278041285208613";"9344421899135";3
"12018";"6278041493042119";"9344479691385";3
"12019";"6278041265772620";"9344514398750";3
"12020";"6278041632174815";"9344752761019";3
"12021";"6278041232144812";"9344724987003";3
"12022";"6278041229113713";"9344724756913";3
"12023";"6278041646964219";"9355041133097";3
"12024";"6278041233157110";"9344410490794";3
"12025";"6278041338824010";"9355040693134";3
"12026";"6278041209207113";"9344416211645";3
"12027";"6278041915538116";"9353103068332";3
"12028";"6278041678582715";"9344403675153";3
"12029";"6278042069398711";"9344431372710";3
"12030";"6278041669026219";"9344519137040";3
"12031";"6278041530488218";"9344666485407";3
"12032";"6278041917583110";"9361044964248";3
"12033";"6278041053176612";"9353190778374";3
"12034";"6278041624272619";"9353101670773";3
"12035";"6278041700935915";"9344453215750";3
"12036";"6278041368859118";"9344457687232";3
"12037";"6278041087033516";"9344430430237";3
"12038";"6278042019929615";"9344647091023";3
"12039";"6278042195172212";"9361035414615";3
"12040";"6278042084606817";"9344500217539";3
"12041";"6278041571435417";"9344515583810";3
"12042";"6278041130789726";"9344414835041";3
"12043";"6278041262988112";"9344416002823";3
"12044";"6278041225641618";"9344412331200";3
"12045";"6278042109394811";"9361059431612";3
"12046";"6278041586596518";"9344435106014";3
"12047";"6278041591444910";"9344516418128";3
"12048";"6278042035787617";"9353108856330";3
"12049";"6278041263503316";"9344504528365";3
"12050";"6278041150477319";"9344518553537";3
"12051";"6278042165500913";"9355050784068";3
"12052";"6278041500225814";"9355035090030";3
"12053";"6278041789529910";"9355033989916";3
"12054";"6278041344698424";"9344452151509";3
"12055";"6278041316542113";"9355041647839";3
"12056";"6278041831386715";"9355037526407";3
"12057";"6278041159279922";"9344414132003";3
"12058";"6278041668014117";"9344667932511";3
"12059";"6278042120015718";"9344510422138";3
"12060";"6278041826135614";"9344666177357";3
"12061";"6278042046168013";"9344608558732";3
"12062";"6278041742094028";"9344675876630";3
"12063";"6278041768962918";"9344661386372";3
"12064";"6278041736113719";"9344779049930";3
"12065";"6278041494620517";"9344424782830";3
"12066";"6278041036289813";"9344500834415";3
"12067";"6278041306958717";"9344451839941";3
"12068";"6278041905665812";"9344662911641";3
"12069";"6278041993302716";"9344758521570";3
"12070";"6278041496947710";"9344526309942";3
"12071";"6278041753484019";"9361056383648";3
"12072";"6278042035219918";"9344489099560";3
"12073";"6278041241316815";"9344402251716";3
"12074";"6278041150454813";"9353166816345";3
"12075";"6278041174799417";"9344434057140";3
"12076";"6278041750559417";"9344403831672";3
"12077";"6278041969538616";"9344769758262";3
"12078";"6278041326540818";"9344471172011";3
"12079";"6278041913551814";"9344730847506";3
"12080";"6278042088260611";"9344754654654";3
"12081";"6278041091409017";"9344611198291";3
"12082";"6278041036531917";"9344525592079";3
"12083";"6278041563614813";"9344468420996";3
"12084";"6278041918380219";"9355032350328";3
"12085";"6278041805101314";"9344414884360";3
"12086";"6278042012760819";"9344741073789";3
"12087";"6278042073038717";"9353179992166";3
"12088";"6278041646656310";"9353103941260";3
"12089";"6278042081088225";"9344421129645";3
"12090";"6278041479522415";"9355036535394";3
"12091";"6278041975914116";"9344523791191";3
"12092";"6278041965936418";"9353191403213";3
"12093";"6278041106092915";"9344495404266";3
"12094";"6278041594173318";"9344421544431";3
"12095";"6278041677628311";"9344469980451";3
"12096";"6278041539416012";"9355034721201";3
"12097";"6278041635121425";"9355052648276";3
"12098";"6278041375460017";"9344516126399";3
"12099";"6278041023589316";"9344505338857";3
"12100";"6278042135922213";"9361059028935";3
"12101";"6278041802409017";"9344483145461";3
"12102";"6278041838364111";"9361059697896";3
"12103";"6278041261928119";"9361031929922";3
"12104";"6278041316778311";"9344728017126";3
"12105";"6278041148460419";"9344429379363";3
"12106";"6278041727287712";"9344667096572";3
"12107";"6278041277881310";"9344505089971";3
"12108";"6278041830682817";"9353198701039";3
"12109";"6278041973789619";"9355031436238";3
"12110";"6278041214624914";"9344718082004";3
"12111";"6278041317497523";"9344788488232";3
"12112";"6278041534273111";"9344494995628";3
"12113";"6278041534659210";"9344628128427";3
"12114";"6278042032567210";"9353193206249";3
"12115";"6278041621843818";"9344488748209";3
"12116";"6278041664640014";"9344638861680";3
"12117";"6278041631849417";"9353170925644";3
"12118";"6278041216711016";"9344415544614";3
"12119";"6278041643277219";"9344520384846";3
"12120";"6278041468263815";"9344430347320";3
"12121";"6278042007820719";"9344655025751";3
"12122";"6278041980392118";"9344499608493";3
"12123";"6278041239918416";"9344695775364";3
"12124";"6278041659608315";"9344776030122";3
"12125";"6278041129698219";"9344414581887";3
"12126";"6278042004936013";"9353171688470";3
"12127";"6278041926753217";"9344663154764";3
"12128";"6278041233237516";"9344414027828";3
"12129";"6278041314575818";"9344536500780";3
"12130";"6278041171179118";"9344480018058";3
"12131";"6278041049636729";"9344428069869";3
"12132";"6278041998342618";"9344425828872";3
"12133";"6278041647701610";"9344663258776";3
"12134";"6278041833775717";"9353182190191";3
"12135";"6278042103522318";"9344473196435";3
"12136";"6278041209206719";"9344520067848";3
"12137";"6278041053380016";"9344401831421";3
"12138";"6278041130724012";"9344421470310";3
"12139";"6278042094229519";"9361045731412";3
"12140";"6278041398568218";"9344754756822";3
"12141";"6278041335741324";"9355040069588";3
"12142";"6278041306172111";"9344494512221";3
"12143";"6278041035005111";"9344530373250";3
"12144";"6278041392418519";"9344646043146";3
"12145";"6278041537427615";"9344475194057";3
"12146";"6278041303137117";"9344533903577";3
"12147";"6278041353810019";"9344520647873";3
"12148";"6278041487383818";"9344647523708";3
"12149";"6278041521665311";"9344633057965";3
"12150";"6278041387974518";"9344426579568";3
"12151";"6278041667462317";"9344513004003";3
"12152";"6278041643177815";"9361039390625";3
"12153";"6278041266439724";"9344608869180";3
"12154";"6278041511835114";"9344768009983";3
"12155";"6278041000300422";"9344480992884";3
"12156";"6278041928768817";"9353142174131";3
"12157";"6278041745761912";"9361040233706";3
"12158";"6278041248849917";"9344631426664";3
"12159";"6278041562974713";"9344764764411";3
"12160";"6278042064657715";"9344629926985";3
"12161";"6278041338419019";"9344463077331";3
"12162";"6278041229119710";"9344610585054";3
"12163";"6278041904782527";"9344678620667";3
"12164";"6278041261592519";"9344428611914";3
"12165";"6278041129655011";"9344413170136";3
"12166";"6278042146492818";"9344520762477";3
"12167";"6278041815876319";"9344620532697";3
"12168";"6278041518230012";"9344696133712";3
"12169";"6278041549405716";"9344693297035";3
"12170";"6278041742709013";"9344660515704";3
"12171";"6278041616170011";"9344411867557";3
"12172";"6278041638573515";"9344486106476";3
"12173";"6278041294793126";"9344533459913";3
"12174";"6278042017052519";"9344430047152";3
"12175";"6278041292302128";"9344714455567";3
"12176";"6278041952930010";"9344492491481";3
"12177";"6278042079815712";"9344487102675";3
"12178";"6278041979684327";"9344416161582";3
"12179";"6278041998445510";"9344454520556";3
"12180";"6278041334872419";"9344463408401";3
"12181";"6278041240544615";"9344487690127";3
"12182";"6278041326995715";"9344458829440";3
"12183";"6278041166865614";"9344409484575";3
"12184";"6278041084541016";"9353103799977";3
"12185";"6278041158183612";"9344464602198";3
"12186";"6278041570696712";"9344660583420";3
"12187";"6278041281635314";"9344498071250";3
"12188";"6278041484508011";"9344416909498";3
"12189";"6278041474142318";"9344605722242";3
"12190";"6278041593550524";"9344665004418";3
"12191";"6278041955357518";"9344416992858";3
"12192";"6278041578491413";"9344491045944";3
"12193";"6278041918564218";"9344731508673";3
"12194";"6278041744278611";"9353217698517";3
"12195";"6278041030544213";"9344464585088";3
"12196";"6278042160614610";"9344663494945";3
"12197";"6278042141062319";"9344420400813";3
"12198";"6278041639887120";"9344408273446";3
"12199";"6278041511292415";"9344731262407";3
"12200";"6278041542271917";"9344799079061";3
"12201";"6278042098730017";"9353167739605";3
"12202";"6278041919452017";"9344631198073";3
"12203";"6278041953309917";"9344511826836";3
"12204";"6278041720901012";"9344535326176";3
"12205";"6278042119687113";"9344499306689";3
"12206";"6278041112965815";"9344457139878";3
"12207";"6278041659645416";"9344632742527";3
"12208";"6278041769580917";"9344494430105";3
"12209";"6278042086125618";"9353221550764";3
"12210";"6278041562735718";"9344502564228";3
"12211";"6278041711643110";"9344759202638";3
"12212";"6278041760074316";"9355039131326";3
"12213";"6278041084376918";"9353150143976";3
"12214";"6278041349624219";"9344428902180";3
"12215";"6278041834789113";"9344421456499";3
"12216";"6278041908390913";"9344453824662";3
"12217";"6278041970634214";"9355033619516";3
"12218";"6278041832549717";"9344626011660";3
"12219";"6278041572840318";"9355034581980";3
"12220";"6278041940815919";"9353061972153";3
"12221";"6278042110184912";"9344655187183";3
"12222";"6278041280961224";"9344470223196";3
"12223";"6278041292268717";"9344426609661";3
"12224";"6278041543892117";"9344627303436";3
"12225";"6278041739896617";"9344708188280";3
"12226";"6278041623256811";"9344516418401";3
"12227";"6278041607968019";"9353171464364";3
"12228";"6278041237099011";"9344503087245";3
"12229";"6278041470697612";"9344516536778";3
"12230";"6278041929288013";"9353150087713";3
"12231";"6278041212391813";"9344517329089";3
"12232";"6278041231219714";"9344526409390";3
"12233";"6278042185796418";"9344757581780";3
"12234";"6278041247819515";"9344467586457";3
"12235";"6278041281868410";"9344427227833";3
"12236";"6278041258305917";"9344451154693";3
"12237";"6278042121977312";"9344672068991";3
"12238";"6278041385972118";"9344724647228";3
"12239";"6278041209516018";"9344647252790";3
"12240";"6278041024566016";"9344652109164";3
"12241";"6278041139008110";"9344410219470";3
"12242";"6278041016716710";"9344495570695";3
"12243";"6278041456572219";"9344477443368";3
"12244";"6278041392549016";"9344779998788";3
"12245";"6278041466074420";"9344648327398";3
"12246";"6278041677484111";"9344413589662";3
"12247";"6278041262554427";"9344428701127";3
"12248";"6278041500275116";"9344419264624";3
"12249";"6278041326169527";"9344645588211";3
"12250";"6278041329422410";"9344611975250";3
"12251";"6278041558599912";"9344684698124";3
"12252";"6278041527475210";"9344649421064";3
"12253";"6278041961810310";"9344621204395";3
"12254";"6278041551419316";"9344427688368";3
"12255";"6278041912081615";"9344671536392";3
"12256";"6278041289115517";"9344480904702";3
"12257";"6278041763314313";"9344623930766";3
"12258";"6278041259562011";"9361057014527";3
"12259";"6278041023567619";"9344503449067";3
"12260";"6278041606353015";"9344666521785";3
"12261";"6278041095726713";"9344412966891";3
"12262";"6278042181013610";"9353107453950";3
"12263";"6278042021701226";"9344517725591";3
"12264";"6278041118047113";"9353101260851";3
"12265";"6278041380082616";"9344412975145";3
"12266";"6278041353897818";"9361059151374";3
"12267";"6278041388449510";"9344477404703";3
"12268";"6278041013571829";"9344452042425";3
"12269";"6278041207928611";"9344748801057";3
"12270";"6278041635649219";"9344676249150";3
"12271";"6278041725846618";"9344692450707";3
"12272";"6278041808995910";"9344630237575";3
"12273";"6278041234923312";"9355030092497";3
"12274";"6278041131313625";"9344665146057";3
"12275";"6278041800742112";"9344666315186";3
"12276";"6278041256725314";"9344426641920";3
"12277";"6278041236641227";"9344420752042";3
"12278";"6278041493643213";"9344630647404";3
"12279";"6278042105180214";"9344468652373";3
"12280";"6278041630228316";"9344481744970";3
"12281";"6278041493113316";"9344414721887";3
"12282";"6278041277545519";"9344429483916";3
"12283";"6278041001289517";"9344724446821";3
"12284";"6278041221082817";"9344515191695";3
"12285";"6278041733756619";"9344435481531";3
"12286";"6278041274739313";"9344476565108";3
"12287";"6278041253277814";"9344505382263";3
"12288";"6278042012770818";"9344610963074";3
"12289";"6278042036931214";"9344632742886";3
"12290";"6278041756877615";"9344664053325";3
"12291";"6278042025192323";"9344416903946";3
"12292";"6278041785727518";"9344434147049";3
"12293";"6278041636358513";"9353100878521";3
"12294";"6278041245448010";"9344491825102";3
"12295";"6278041742591213";"9344468066149";3
"12296";"6278041359206014";"9344434921687";3
"12297";"6278041222812519";"9344473836614";3
"12298";"6278042094055112";"9344456778214";3
"12299";"6278041993320312";"9344667648689";3
"12300";"6278041715823114";"9344708328327";3
"12301";"6278041321104719";"9344704996278";3
"12302";"6278041051349419";"9344799467899";3
"12303";"6278041571018718";"9344754510783";3
"12304";"6278041295771717";"9353188780808";3
"12305";"6278041321075729";"9344517987449";3
"12306";"6278041383952518";"9355040973472";3
"12307";"6278041036386015";"9344487249257";3
"12308";"6278042156133013";"9344633128344";3
"12309";"6278041910136114";"9344738229922";3
"12310";"6278041473634216";"9344614315329";3
"12311";"6278041520988011";"9344489457452";3
"12312";"6278041030869321";"9353101234784";3
"12313";"6278041814663312";"9344494444423";3
"12314";"6278041253538611";"9344662987134";3
"12315";"6278042170582815";"9344758887485";3
